EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,EngPoints,EngSE,EngN,EngExc,EngMiss,ReadPoints,ReadSE,ReadN,ReadExc,ReadMiss,MathPoints,MathSE,MathN,MathExc,MathMiss
4,I,34,3407,975292754,Hele landet,Innlandet,Gjøvik,Snertingdal skole,43,4.6,15,0,11.8,41,2.8,16,0,5.9,41,4.1,17,0,0
4,I,34,3407,974180030,Hele landet,Innlandet,Gjøvik,Steinerskolen Gjøvik-Toten,,,,0,,,,,,,,,,0,
4,I,34,3407,975274802,Hele landet,Innlandet,Gjøvik,Vindingstad skole,47,3,39,,,49,2.8,41,,,48,3.3,39,,
3,I,34,3446,3446,Hele landet,Innlandet,Gran,Gran,50,1.7,115,5.3,7.6,52,1.7,119,3.8,6.8,49,2,116,6.8,5.3
4,I,34,3446,875273892,Hele landet,Innlandet,Gran,Bjoneroa skole,,,,0,0,,,,0,0,,,,0,0
4,I,34,3446,917611386,Hele landet,Innlandet,Gran,Brandbu barneskole,48,3.3,30,,,47,3.5,31,,,44,4.3,30,,
4,I,34,3446,975273873,Hele landet,Innlandet,Gran,Fredheim skole,51,3.7,19,0,5,57,3.7,19,0,5,60,3.4,19,,
4,I,34,3446,975273814,Hele landet,Innlandet,Gran,Grymyr skole,,,,0,25,,,,0,0,,,,0,0
4,I,34,3446,975273881,Hele landet,Innlandet,Gran,Jaren skole,48,3.8,16,,,53,4.3,17,,,51,3.2,16,,
4,I,34,3446,975273903,Hele landet,Innlandet,Gran,Moen skole,56,5.7,14,0,0,55,3.5,14,0,0,53,4,13,,
4,I,34,3446,975273830,Hele landet,Innlandet,Gran,Sanne skole,,,0,0,100,,,0,0,100,,,0,0,100
4,I,34,3446,975273857,Hele landet,Innlandet,Gran,Trintom skole,50,4.1,24,,,52,3.6,24,,,45,3.5,24,,
3,I,34,3417,3417,Hele landet,Innlandet,Grue,Grue,49,3.8,29,,,49,3.4,30,,,48,3.3,30,,
4,I,34,3417,975273091,Hele landet,Innlandet,Grue,Grue barne- og ungdomsskole,49,3.8,29,,,49,3.4,30,,,48,3.3,30,,
3,I,34,3403,3403,Hele landet,Innlandet,Hamar,Hamar,51,1.1,284,4.8,3.9,52,1.1,283,5.1,3.9,52,1.2,286,4.8,3.2
4,I,34,3403,975269930,Hele landet,Innlandet,Hamar,Greveløkka skole,49,4.6,24,,,49,4.4,23,,,49,4.6,24,,
4,I,34,3403,983522181,Hele landet,Innlandet,Hamar,Hamar Montessori skole,48,4.2,11,0,8.3,47,5.5,10,0,16.7,45,5.3,11,,8.3
4,I,34,3403,875270842,Hele landet,Innlandet,Hamar,Ingeberg skole,52,3.3,21,,,53,3.5,22,,,53,3.3,21,,
4,I,34,3403,975290379,Hele landet,Innlandet,Hamar,Lovisenberg skole,53,4.3,17,0,,50,3.7,16,0,5.9,50,4.1,16,0,5.9
4,I,34,3403,975270858,Hele landet,Innlandet,Hamar,Lunden skole,47,3.1,23,17.9,,51,3.4,23,17.9,,56,3.3,24,,
4,I,34,3403,975295060,Hele landet,Innlandet,Hamar,Prestrud skole,53,3.2,44,,,57,2.5,42,12.5,,56,3.5,42,12.5,
4,I,34,3403,975270823,Hele landet,Innlandet,Hamar,Ridabu skole,53,3,29,0,19.4,57,3.6,30,0,16.7,52,3.6,29,0,19.4
4,I,34,3403,975269922,Hele landet,Innlandet,Hamar,Rollsløkken skole,52,3.4,32,,,49,3.8,33,,,48,4,33,,
4,I,34,3403,975270831,Hele landet,Innlandet,Hamar,Solvang skole,51,3.1,34,0,5.6,50,3.1,35,0,5.4,50,3,36,0,2.7
4,I,34,3403,975289141,Hele landet,Innlandet,Hamar,Storhamar skole,50,2.9,49,0,2,51,2.4,49,0,2,53,2.4,50,0,0
3,I,34,3401,3401,Hele landet,Innlandet,Kongsvinger,Kongsvinger,53,1.4,176,5.8,1.1,54,1.4,170,6.9,3.2,51,1.4,171,6.9,2.6
4,I,34,3401,974576082,Hele landet,Innlandet,Kongsvinger,Austmarka barne- og ungdomsskole,55,3.2,10,0,,55,3.5,10,0,,,,,0,
4,I,34,3401,974576031,Hele landet,Innlandet,Kongsvinger,Brandval skole,56,4.3,14,0,0,55,4.5,12,0,14.3,55,5,14,0,0
4,I,34,3401,991673628,Hele landet,Innlandet,Kongsvinger,Finnskogen montessoriskole Ba,,,,,,,,,0,,,,,0,
4,I,34,3401,918522859,Hele landet,Innlandet,Kongsvinger,Kongsvinger montessoriskole SA,,,,0,0,,,,0,0,,,,0,0
4,I,34,3401,974576058,Hele landet,Innlandet,Kongsvinger,Langeland skole,53,2.4,48,,,57,2.2,46,,,54,2,46,,
4,I,34,3401,988675512,Hele landet,Innlandet,Kongsvinger,Marikollen skole,52,3.6,37,0,5.1,52,2.9,35,0,10.3,51,3.4,35,0,10.3
4,I,34,3401,974576104,Hele landet,Innlandet,Kongsvinger,Roverud skole,54,3.5,11,,,53,5.7,11,,,,,,,
4,I,34,3401,974576074,Hele landet,Innlandet,Kongsvinger,Vennersberg skole,51,3.1,46,13.2,,51,2.8,46,13.2,,48,2.8,46,13.2,
3,I,34,3432,3432,Hele landet,Innlandet,Lesja,Lesja,50,2.8,23,0,0,56,3.7,23,0,0,52,2.6,22,0,4.3
4,I,34,3432,975274667,Hele landet,Innlandet,Lesja,Lesja skule,49,3.8,12,0,0,57,5.2,12,0,0,54,4.3,12,0,0
4,I,34,3432,975274675,Hele landet,Innlandet,Lesja,Lesjaskog skule,51,4.1,11,0,0,55,5.6,11,0,0,50,2.3,10,0,9.1
3,I,34,3405,3405,Hele landet,Innlandet,Lillehammer,Lillehammer,49,1.1,310,2.2,0.9,51,1,310,2.2,0.9,49,1.1,313,1.9,0.3
4,I,34,3405,976210743,Hele landet,Innlandet,Lillehammer,Engesvea barne- og ungdomsskole,,,,,0,,,,,0,,,,,
4,I,34,3405,975274837,Hele landet,Innlandet,Lillehammer,Hammartun skole,48,2.5,57,,,48,2.2,57,,,48,2.6,59,,
4,I,34,3405,975274888,Hele landet,Innlandet,Lillehammer,Jørstadmoen skole,48,5.4,22,0,0,50,4.4,22,0,0,46,3.8,22,0,0
4,I,34,3405,875274902,Hele landet,Innlandet,Lillehammer,Nordre Ål skole,51,2,88,,,52,2,89,,,50,2,88,,
4,I,34,3405,873688602,Hele landet,Innlandet,Lillehammer,Røyslimoen skole,48,2.7,46,,,52,2.8,46,,,51,2.9,46,,
4,I,34,3405,974175762,Hele landet,Innlandet,Lillehammer,Stiftelsen Lillehammer steinerskole,,,,,14.3,,,,,28.6,,,,,
4,I,34,3405,975274896,Hele landet,Innlandet,Lillehammer,Søre Ål barneskole,49,2.9,51,0,0,56,2,51,0,0,55,2.4,51,0,0
4,I,34,3405,975274853,Hele landet,Innlandet,Lillehammer,Vingar skole,50,5.2,20,0,0,50,4.1,20,0,0,44,4.1,20,0,
4,I,34,3405,875274872,Hele landet,Innlandet,Lillehammer,Vingrom skole,53,5,15,0,,51,4.7,15,0,,49,4.6,15,0,
3,I,34,3434,3434,Hele landet,Innlandet,Lom,Lom,43,3.3,16,0,0,45,2.6,16,0,0,51,2.6,15,0,6.3
4,I,34,3434,975274578,Hele landet,Innlandet,Lom,Loar skule,43,3.3,16,0,0,45,2.6,16,0,0,51,2.6,15,0,6.3
3,I,34,3412,3412,Hele landet,Innlandet,Løten,Løten,48,1.9,100,6.5,0.9,48,1.8,97,6.5,3.7,48,1.8,98,6.5,2.8
4,I,34,3412,979668066,Hele landet,Innlandet,Løten,Hedemarken friskole,51,3.3,22,,,50,3.5,22,,,48,4.5,21,,
4,I,34,3412,975270890,Hele landet,Innlandet,Løten,Jønsrud skole,49,5.4,12,0,7.7,52,5.5,10,0,23.1,50,3.5,12,0,7.7
4,I,34,3412,975270866,Hele landet,Innlandet,Løten,Lund skole,50,7.3,11,,,48,5,11,,,45,6,11,,
4,I,34,3412,975270882,Hele landet,Innlandet,Løten,Østvang skole,46,3.1,39,,,45,2.9,38,,,47,2.6,40,,
4,I,34,3412,975270874,Hele landet,Innlandet,Løten,Ådalsbruk skole,50,4.5,16,,,50,5,16,,,50,4.3,14,,
3,I,34,3451,3451,Hele landet,Innlandet,Nord-Aurdal,Nord-Aurdal,47,2.6,50,8.8,3.5,45,2.6,45,8.8,12.3,46,2.4,51,,
4,I,34,3451,975273695,Hele landet,Innlandet,Nord-Aurdal,Nord-Aurdal barneskole,,,,,2,45,2.6,45,,,,,,,
4,I,34,3451,993951439,Hele landet,Innlandet,Nord-Aurdal,Valdres montessoriskule SA,,,,,14.3,,,0,,,,,,,
3,I,34,3436,3436,Hele landet,Innlandet,Nord-Fron,Nord-Fron,46,2.2,49,,,47,2.3,48,,,46,2,51,,
4,I,34,3436,975274438,Hele landet,Innlandet,Nord-Fron,Barhaug skole,,,,,,,,,,,44,4.2,17,0,0
4,I,34,3436,975274365,Hele landet,Innlandet,Nord-Fron,Kvam skole,47,4.9,12,0,0,49,5.3,12,0,0,,,,0,0
4,I,34,3436,875274422,Hele landet,Innlandet,Nord-Fron,Skåbu oppvekstsenter Avd skole,,,,,,,,,,,,,,0,0
4,I,34,3436,975274373,Hele landet,Innlandet,Nord-Fron,Sødorp skole,47,3.5,17,,,46,4,16,,,,,,,
3,I,34,3414,3414,Hele landet,Innlandet,Nord-Odal,Nord-Odal,49,2.8,39,,,49,2.7,39,,,52,2.3,40,,
4,I,34,3414,975272990,Hele landet,Innlandet,Nord-Odal,Garvik skole,48,4.9,19,,,48,4,19,,,50,3.3,19,,
4,I,34,3414,975272982,Hele landet,Innlandet,Nord-Odal,Sand sentralskole,49,3.1,20,,,50,3.8,20,,,53,3.1,21,,
3,I,34,3448,3448,Hele landet,Innlandet,Nordre Land,Nordre Land,45,2.6,60,,,46,2.1,59,,,44,2.3,59,,
4,I,34,3448,974546345,Hele landet,Innlandet,Nordre Land,Nordre Land kommune Dokka barneskole,45,2.8,45,,,46,2.5,44,,,44,2.4,44,,
4,I,34,3448,974546353,Hele landet,Innlandet,Nordre Land,Nordre Land kommune Torpa barne- og ungdomsskole,47,6.1,15,0,0,45,4.3,15,0,0,44,5.8,15,0,0
3,I,34,3430,3430,Hele landet,Innlandet,Os,Os,43,5.1,14,0,0,43,5.7,14,0,0,42,4.8,14,0,0
4,I,34,3430,975273563,Hele landet,Innlandet,Os,Dalsbygda skole,,,,0,0,,,,0,0,,,,0,0
4,I,34,3430,875273582,Hele landet,Innlandet,Os,Os skole,,,,0,0,,,,0,0,,,,0,0
3,I,34,3424,3424,Hele landet,Innlandet,Rendalen,Rendalen,46,4.1,15,,,50,4,15,,,49,4.8,15,,
4,I,34,3424,874565172,Hele landet,Innlandet,Rendalen,Berger skole,,,,,,,,,,,,,,,
4,I,34,3424,973681737,Hele landet,Innlandet,Rendalen,Fagertun skole,,,,0,0,,,,0,0,,,,0,0
3,I,34,3439,3439,Hele landet,Innlandet,Ringebu,Ringebu,51,3.2,45,10,,52,3,45,10,,51,2.5,46,,
4,I,34,3439,975274292,Hele landet,Innlandet,Ringebu,Fåvang skole,,,,,,,,,,,,,,,
4,I,34,3439,995677466,Hele landet,Innlandet,Ringebu,Ringebu skole,,,,0,,,,,0,0,,,,0,0
4,I,34,3439,986124403,Hele landet,Innlandet,Ringebu,Venabygd montessoriskole,,,,,,,,,,,,,,,
3,I,34,3411,3411,Hele landet,Innlandet,Ringsaker,Ringsaker,50,1,347,8,,49,0.8,348,7.4,0.3,49,0.9,350,7.2,
4,I,34,3411,875289632,Hele landet,Innlandet,Ringsaker,Brøttum barne- og ungdomsskole,44,3.7,18,,,48,2.7,19,0,0,52,3.1,19,0,0
4,I,34,3411,975270580,Hele landet,Innlandet,Ringsaker,Fagerlund skole,51,1.9,79,,,50,1.7,78,,,49,2.1,79,,
4,I,34,3411,975270610,Hele landet,Innlandet,Ringsaker,Fagernes skole,,,,,,,,,,,,,,,
4,I,34,3411,875270672,Hele landet,Innlandet,Ringsaker,Gaupen skole,,,,,,,,,,,,,,,
4,I,34,3411,975295907,Hele landet,Innlandet,Ringsaker,Hempa skole,44,4.2,13,,,48,3.2,13,,,48,4.4,13,,
4,I,34,3411,975270688,Hele landet,Innlandet,Ringsaker,Kirkekretsen skole,46,5.2,17,,,49,3.3,17,,,47,4.2,17,,
4,I,34,3411,975270645,Hele landet,Innlandet,Ringsaker,Kirkenær skole,50,3.8,23,,,52,3.4,23,,,52,4.7,23,,
4,I,34,3411,975270629,Hele landet,Innlandet,Ringsaker,Kylstad skole,49,3.3,13,0,0,47,3.7,13,0,0,52,4.9,13,0,0
4,I,34,3411,975270734,Hele landet,Innlandet,Ringsaker,Lismarka skole,,,,,,,,,,,,,,,
4,I,34,3411,919590955,Hele landet,Innlandet,Ringsaker,Moelv skole,52,2.4,57,10.9,,49,2.1,57,10.9,,49,2.2,56,12.5,
4,I,34,3411,975270564,Hele landet,Innlandet,Ringsaker,Mørkved skole,52,2.6,46,,,48,2.2,45,,,47,2.4,46,,
4,I,34,3411,992671483,Hele landet,Innlandet,Ringsaker,Nes barneskole,52,3.1,41,,,50,2.6,41,,,51,2.4,41,,
4,I,34,3411,975270637,Hele landet,Innlandet,Ringsaker,Stavsberg skole,52,4.6,12,,,51,4,13,,,49,4.6,14,0,0
4,I,34,3411,975270742,Hele landet,Innlandet,Ringsaker,Åsen skole,46,5.6,11,,,45,5.8,12,,,41,4.3,12,,
3,I,34,3437,3437,Hele landet,Innlandet,Sel,Sel,48,2.4,48,9.4,,47,2.4,50,,,47,2.6,48,9.4,
4,I,34,3437,975274470,Hele landet,Innlandet,Sel,Heidal skule,47,4.9,11,,,47,4.5,13,0,0,43,6.2,11,,
4,I,34,3437,975274454,Hele landet,Innlandet,Sel,Otta skole,49,2.7,37,,,47,2.9,37,,,49,2.8,37,,
3,I,34,3433,3433,Hele landet,Innlandet,Skjåk,Skjåk,41,3.3,19,,,46,4.3,19,,,46,4,20,,
4,I,34,3433,975274624,Hele landet,Innlandet,Skjåk,Skjåk barne- og ungdomsskule,41,3.3,19,,,46,4.3,19,,,46,4,20,,
3,I,34,3413,3413,Hele landet,Innlandet,Stange,Stange,49,1.3,221,5.5,1.7,49,1.3,225,5,0.4,49,1.2,223,5.5,0.8
4,I,34,3413,975272958,Hele landet,Innlandet,Stange,Arstad skole,50,3.5,37,,,49,3,37,,,49,2.8,37,,
4,I,34,3413,975270955,Hele landet,Innlandet,Stange,Breidablikk skole,,,,,,,,,,,,,,,
4,I,34,3413,975272974,Hele landet,Innlandet,Stange,Espa skole og barnehage Avd skole,,,,0,,,,,0,0,,,,0,
4,I,34,3413,975267628,Hele landet,Innlandet,Stange,Hoberg skole,49,2.5,53,0,0,47,2.1,53,0,0,49,2.5,53,0,0
4,I,34,3413,975270947,Hele landet,Innlandet,Stange,Solvin skole,51,3.4,24,,,57,4.5,24,,,53,3.1,24,,
4,I,34,3413,975270912,Hele landet,Innlandet,Stange,Stange skole,53,2.7,47,,,51,2.7,47,,,52,2.5,46,9.8,
4,I,34,3413,973125508,Hele landet,Innlandet,Stange,Steinerskolen på Hedemarken Avd grunnskolen Ottestad,39,1.4,17,,,48,4.2,20,,,40,2.6,21,,4.5
4,I,34,3413,975270963,Hele landet,Innlandet,Stange,Tangen skole,47,4.9,11,,,46,4.2,11,,,46,5,10,,
4,I,34,3413,975270939,Hele landet,Innlandet,Stange,Vallset skole,42,4.1,14,,,48,4.8,15,,,46,5.2,14,,
4,I,34,3413,975289168,Hele landet,Innlandet,Stange,Åsbygda skole,,,,,,,,,,,,,,,
3,I,34,3423,3423,Hele landet,Innlandet,Stor-Elvdal,Stor-Elvdal,48,2.8,17,,,50,3.9,16,,,51,4.5,15,,
4,I,34,3423,975273431,Hele landet,Innlandet,Stor-Elvdal,Koppang skole,,,,,,50,3.9,16,,,51,4.5,15,,
4,I,34,3423,975273458,Hele landet,Innlandet,Stor-Elvdal,Sollia barne- og ungdomsskole,,,,0,0,,,0,0,,,,0,0,100
3,I,34,3447,3447,Hele landet,Innlandet,Søndre Land,Søndre Land,47,2.8,37,,,47,2.6,37,,,44,3,36,,
4,I,34,3447,975273768,Hele landet,Innlandet,Søndre Land,Fryal skole,47,3.4,28,,,45,2.6,28,,,43,3.1,27,,
4,I,34,3447,992962879,Hele landet,Innlandet,Søndre Land,Land montessoriskole,,,,,,,,,,,,,,,
4,I,34,3447,975273792,Hele landet,Innlandet,Søndre Land,Odnes skole,,,,0,0,,,,0,0,,,,0,0
3,I,34,3449,3449,Hele landet,Innlandet,Sør-Aurdal,Sør-Aurdal,48,3.1,30,,,48,3.4,33,0,0,48,3,32,,
4,I,34,3449,974596547,Hele landet,Innlandet,Sør-Aurdal,Bagn skule,48,3.8,20,,,47,3.9,23,0,0,46,3.3,22,,
4,I,34,3449,974596512,Hele landet,Innlandet,Sør-Aurdal,Begnadalen skole,,,,0,0,,,,0,0,,,,0,0
4,I,34,3449,974596555,Hele landet,Innlandet,Sør-Aurdal,Hedalen barne- og ungdomsskole,,,,0,0,,,,0,0,,,,0,0
3,I,34,3438,3438,Hele landet,Innlandet,Sør-Fron,Sør-Fron,49,3.6,30,,,49,2.8,30,,,52,2.8,31,,
4,I,34,3438,975274381,Hele landet,Innlandet,Sør-Fron,Harpefoss skule,,,,,,,,,,,58,1.4,10,,
4,I,34,3438,875274392,Hele landet,Innlandet,Sør-Fron,Midtbygda oppvekstsenter Avd skule,,,,0,8.7,,,,0,8.7,49,3.5,21,0,8.7
3,I,34,3415,3415,Hele landet,Innlandet,Sør-Odal,Sør-Odal,51,2.5,72,8.8,1.3,49,2.2,70,10,2.5,49,2.4,69,10,3.8
4,I,34,3415,973672770,Hele landet,Innlandet,Sør-Odal,Glommasvingen skole,51,2.5,72,8.8,1.3,49,2.2,70,10,2.5,49,2.4,69,10,3.8
3,I,34,3426,3426,Hele landet,Innlandet,Tolga,Tolga,56,4.6,10,,,,,,,,52,7.1,12,,
4,I,34,3426,975273547,Hele landet,Innlandet,Tolga,Tolga skole,,,,,,,,,,,,,,,
4,I,34,3426,975273571,Hele landet,Innlandet,Tolga,Vingelen skole,,,,,,,,,,,,,,,
3,I,34,3421,3421,Hele landet,Innlandet,Trysil,Trysil,52,2.8,52,8.6,1.7,51,2.4,51,8.6,3.4,49,2.5,52,8.6,1.7
4,I,34,3421,975273334,Hele landet,Innlandet,Trysil,Innbygda skole,53,3.3,41,,,51,2.7,40,,,49,2.9,41,,
4,I,34,3421,975273385,Hele landet,Innlandet,Trysil,Jordet skole,,,,0,0,,,,0,,,,,0,0
4,I,34,3421,995234181,Hele landet,Innlandet,Trysil,Trysil montessoriskole SA,,,0,,,,,0,,100,,,0,,
4,I,34,3421,975273369,Hele landet,Innlandet,Trysil,Vestre Trysil skole,,,,0,0,,,,0,,,,,0,0
3,I,34,3427,3427,Hele landet,Innlandet,Tynset,Tynset,50,2.3,66,,,49,1.8,65,,,54,2.3,64,7.2,
4,I,34,3427,974570033,Hele landet,Innlandet,Tynset,Fåset skole og barnehage Avd skole,,,,0,0,,,,0,0,,,,0,0
4,I,34,3427,974570041,Hele landet,Innlandet,Tynset,Kvikne skole,,,,0,0,,,,0,0,,,,0,0
4,I,34,3427,874570052,Hele landet,Innlandet,Tynset,Tylldalen skole,,,,0,0,,,,0,0,,,,0,0
4,I,34,3427,974570068,Hele landet,Innlandet,Tynset,Tynset barneskole,49,2.5,53,,,48,2.1,52,,,54,2.7,51,8.9,
3,I,34,3454,3454,Hele landet,Innlandet,Vang,Vang,52,4.7,17,,,50,3.9,17,,,54,5,16,,
4,I,34,3454,974597071,Hele landet,Innlandet,Vang,Vang barne- og ungdomsskule,52,4.7,17,,,50,3.9,17,,,54,5,16,,
3,I,34,3452,3452,Hele landet,Innlandet,Vestre Slidre,Vestre Slidre,51,4,15,,,50,3.6,15,,,49,5.3,15,,
4,I,34,3452,974596946,Hele landet,Innlandet,Vestre Slidre,Vestre Slidre skule,51,4,15,,,50,3.6,15,,,49,5.3,15,,
3,I,34,3443,3443,Hele landet,Innlandet,Vestre Toten,Vestre Toten,50,1.8,123,7.5,,48,1.6,127,4.5,,49,1.7,123,6.8,0.8
4,I,34,3443,975274063,Hele landet,Innlandet,Vestre Toten,Bøverbru skole,,,,,,,,,,,,,,,
4,I,34,3443,975294943,Hele landet,Innlandet,Vestre Toten,Korta skole,50,3.4,42,,,49,2.9,42,,,50,2.8,42,,
4,I,34,3443,975274012,Hele landet,Innlandet,Vestre Toten,Raufoss skole,52,2.9,39,13.3,,46,2.4,43,,,47,3,39,11.1,2.2
4,I,34,3443,975274020,Hele landet,Innlandet,Vestre Toten,Reinsvoll skole,51,4.8,22,0,0,47,3.6,22,0,0,49,3.7,22,0,0
4,I,34,3443,975274055,Hele landet,Innlandet,Vestre Toten,Thune skole,,,,0,,,,,0,,,,,0,0
3,I,34,3435,3435,Hele landet,Innlandet,Vågå,Vågå,49,3,43,,,48,3,43,,,47,2.4,44,,
4,I,34,3435,975274535,Hele landet,Innlandet,Vågå,Lalm skule,52,7.5,10,0,0,46,4.9,10,0,0,47,3.3,10,0,0
4,I,34,3435,975274519,Hele landet,Innlandet,Vågå,Vågåmo skule,48,3.2,33,,,48,3.6,33,,,48,2.9,34,,
3,I,34,3419,3419,Hele landet,Innlandet,Våler (Innlandet),Våler (Innlandet),50,3.6,35,,,49,2.2,35,,,48,2.7,35,,
4,I,34,3419,975273210,Hele landet,Innlandet,Våler (Innlandet),Våler barne- og ungdomsskole,50,3.6,35,,,49,2.2,35,,,48,2.7,35,,
3,I,34,3442,3442,Hele landet,Innlandet,Østre Toten,Østre Toten,51,1.5,131,5.7,0.7,49,1.3,130,5.8,0.7,50,1.6,130,7.1,
4,I,34,3442,975274144,Hele landet,Innlandet,Østre Toten,Hoffsvangen skole,52,4.6,13,,,50,4.4,15,,,57,4.1,13,,
4,I,34,3442,975274152,Hele landet,Innlandet,Østre Toten,Kapp skole,51,2.3,34,0,0,50,2.7,33,0,0,52,3.2,34,0,0
4,I,34,3442,975274047,Hele landet,Innlandet,Østre Toten,Kolbu skole,55,3.4,22,,,52,3,20,,,49,3.1,20,,
4,I,34,3442,875274082,Hele landet,Innlandet,Østre Toten,Nordli skole,,,,0,0,,,,0,0,,,,0,
4,I,34,3442,975274098,Hele landet,Innlandet,Østre Toten,Stange skole,50,3.7,28,0,3.4,47,2.5,28,0,3.4,46,3.5,29,0,0
4,I,34,3442,888820132,Hele landet,Innlandet,Østre Toten,Toten montessoriskole,,,,,,,,,,,,,,0,
4,I,34,3442,975274136,Hele landet,Innlandet,Østre Toten,Totenviken skole,,,,0,0,,,,0,0,,,,0,0
4,I,34,3442,975274128,Hele landet,Innlandet,Østre Toten,Vilberg skole,52,4.2,16,,,51,4.3,16,,,50,4.6,16,,
3,I,34,3440,3440,Hele landet,Innlandet,Øyer,Øyer,54,2.5,44,13.5,1.9,52,2.3,45,13.5,,48,2.2,46,,
4,I,34,3440,975274268,Hele landet,Innlandet,Øyer,Aurvoll skole,52,4.1,16,,,54,3.2,17,0,0,51,3.8,16,0,5.9
4,I,34,3440,875274252,Hele landet,Innlandet,Øyer,Solvang skole,54,3.2,28,,,51,3.2,28,20,,47,2.6,30,,
3,I,34,3453,3453,Hele landet,Innlandet,Øystre Slidre,Øystre Slidre,49,2.9,37,,,49,2.1,37,,,48,3.6,38,,
4,I,34,3453,996388158,Hele landet,Innlandet,Øystre Slidre,Lidar skule,51,3.8,21,0,0,51,3,21,0,0,54,3.8,21,0,0
4,I,34,3453,975273628,Hele landet,Innlandet,Øystre Slidre,Rogne skule,45,4,16,,,46,2.8,16,,,42,5,17,,
3,I,34,3422,3422,Hele landet,Innlandet,Åmot,Åmot,49,4.1,25,,,50,3.5,23,,,49,4.6,25,,
4,I,34,3422,975273415,Hele landet,Innlandet,Åmot,Osen oppvekstsenter Avdeling skole,,,,0,0,,,,0,0,,,,0,0
4,I,34,3422,975273393,Hele landet,Innlandet,Åmot,Rena skole,50,3.9,19,,,50,3.8,17,,,50,4.1,19,,
4,I,34,3422,915008607,Hele landet,Innlandet,Åmot,Åmot montessoriskole SA,,,,,,,,,,,,,,,
3,I,34,3418,3418,Hele landet,Innlandet,Åsnes,Åsnes,49,2.1,67,,,49,2,68,,,49,2.2,71,,
4,I,34,3418,975273164,Hele landet,Innlandet,Åsnes,Flisa skole,50,2.9,40,0,4.8,51,2.6,41,0,2.4,52,2.7,40,0,4.8
4,I,34,3418,975273172,Hele landet,Innlandet,Åsnes,Jara skole,,,,0,,,,,0,,,,,0,0
4,I,34,3418,987919558,Hele landet,Innlandet,Åsnes,Solør montessoriskole,,,,,33.3,,,0,,100,,,,,
4,I,34,3418,975273199,Hele landet,Innlandet,Åsnes,Sønsterud skole,45,3.6,18,,,,,,,,44,3.5,20,,
2,I,15,,15,Hele landet,Møre og Romsdal,Alle kommuner,Møre og Romsdal,50,0.3,2 908,7.9,0.8,49,0.3,2 865,9,1,50,0.3,2 934,7,0.8
3,I,15,1547,1547,Hele landet,Møre og Romsdal,Aukra,Aukra,51,2.9,40,,,46,2.6,39,11.4,,47,2.5,38,13.6,
4,I,15,1547,975289923,Hele landet,Møre og Romsdal,Aukra,Gossen barne- og ungdomsskole Avd skole,51,4.2,19,,,44,4.6,18,,,46,4.2,17,,
4,I,15,1547,975283372,Hele landet,Møre og Romsdal,Aukra,Julsundet skole,51,4.1,21,,,49,2.7,21,,,48,3.1,21,,
3,I,15,1576,1576,Hele landet,Møre og Romsdal,Aure,Aure,49,4.1,24,,,50,4.1,24,,,49,4,24,,
4,I,15,1576,975283755,Hele landet,Møre og Romsdal,Aure,Aure barne- og ungdomsskole,,,,,,,,,,,,,,,
4,I,15,1576,975282236,Hele landet,Møre og Romsdal,Aure,Tustna barne- og ungdomsskole,,,,0,0,,,,0,0,,,,0,0
3,I,15,1554,1554,Hele landet,Møre og Romsdal,Averøy,Averøy,50,1.8,78,6,1.2,50,2,76,9.5,,53,1.8,78,6,1.2
4,I,15,1554,990258570,Hele landet,Møre og Romsdal,Averøy,Bodalen friskole,,,,,,,,,,,,,,,
4,I,15,1554,896850172,Hele landet,Møre og Romsdal,Averøy,Bruhagen barneskole,,,,,,,,,,,,,,,
4,I,15,1554,975283550,Hele landet,Møre og Romsdal,Averøy,Utheim skole,,,,0,0,,,,,,,,,,
3,I,15,1578,1578,Hele landet,Møre og Romsdal,Fjord,Fjord,50,3.6,24,,,48,3,24,,,50,3.2,24,,
4,I,15,1578,975277763,Hele landet,Møre og Romsdal,Fjord,Eidsdal skule,,,,,,,,,,,,,,,
4,I,15,1578,974618397,Hele landet,Møre og Romsdal,Fjord,Stordal skule,,,,,,,,,,,,,,,
4,I,15,1578,975289354,Hele landet,Møre og Romsdal,Fjord,Valldal skule,46,4,14,0,0,49,4.4,14,0,0,49,4.7,14,0,0
3,I,15,1532,1532,Hele landet,Møre og Romsdal,Giske,Giske,52,2,95,6.9,,51,1.9,90,9.8,2,51,1.8,94,7.8,
4,I,15,1532,975284034,Hele landet,Møre og Romsdal,Giske,Giske skule,,,,,,,,,,,,,,,
4,I,15,1532,975284042,Hele landet,Møre og Romsdal,Giske,Godøy skule,,,,,,,,,,,,,,,
4,I,15,1532,975284026,Hele landet,Møre og Romsdal,Giske,Valderøy barneskule,54,2.7,54,,,53,2.4,52,,,52,2.5,54,,
4,I,15,1532,975284050,Hele landet,Møre og Romsdal,Giske,Vigra skule,50,4.7,20,,,50,4,20,,,50,3.4,20,,
3,I,15,1557,1557,Hele landet,Møre og Romsdal,Gjemnes,Gjemnes,44,4.3,27,,,47,3.4,23,,,48,4.4,25,,
4,I,15,1557,974015242,Hele landet,Møre og Romsdal,Gjemnes,Angvik skule,,,,,,,,,,,,,,,
