EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,EngPoints,EngSE,EngN,EngExc,EngMiss,ReadPoints,ReadSE,ReadN,ReadExc,ReadMiss,MathPoints,MathSE,MathN,MathExc,MathMiss
4,I,46,4626,975287653,Hele landet,Vestland,Øygarden,Knappskog skule,46,4,24,,,48,2.5,23,,,43,3.6,24,,
4,I,46,4626,975295109,Hele landet,Vestland,Øygarden,Kolltveit skule,48,3.1,39,,,50,2.2,38,,,48,2.6,39,,
4,I,46,4626,975287750,Hele landet,Vestland,Øygarden,Landro skule,49,2.9,36,12.2,,49,2.8,38,,,49,2.7,35,12.2,2.4
4,I,46,4626,975286061,Hele landet,Vestland,Øygarden,Rong skule,52,3.7,17,,,48,3.2,20,,,49,3.7,19,,
4,I,46,4626,975287815,Hele landet,Vestland,Øygarden,Skogsvåg skule,53,3.8,21,29,3.2,48,3.4,24,22.6,,48,3.5,24,19.4,3.2
4,I,46,4626,975287688,Hele landet,Vestland,Øygarden,Skålevik skule,49,6.6,13,0,,50,5,13,0,,50,5.6,13,0,
4,I,46,4626,922802742,Hele landet,Vestland,Øygarden,Spildepollen skule,48,3.4,25,16.7,,47,3.3,25,16.7,,46,3.5,25,16.7,
4,I,46,4626,975287831,Hele landet,Vestland,Øygarden,Stranda skule,47,3,47,,,47,2.8,47,,,47,2.5,48,,
4,I,46,4626,914937159,Hele landet,Vestland,Øygarden,Tjeldstø skule,49,4.7,13,,,45,4,13,,,49,4.2,13,,
4,I,46,4626,875286072,Hele landet,Vestland,Øygarden,Toftøy skule,54,5,17,,,52,3.5,17,,,56,3.3,19,,
4,I,46,4626,975287661,Hele landet,Vestland,Øygarden,Ulveset skule,52,3.5,29,,,49,2.8,26,14.7,8.8,49,3.2,32,,
4,I,46,4626,975298647,Hele landet,Vestland,Øygarden,Ågotnes skule,51,3.4,38,0,7.3,47,2.9,38,0,7.3,47,3,39,0,4.9
3,I,46,4643,4643,Hele landet,Vestland,Årdal,Årdal,53,2.6,55,,,50,2.2,55,,,52,2.6,55,,
4,I,46,4643,975276244,Hele landet,Vestland,Årdal,Farnes skule,50,3.3,32,0,3,47,2.8,32,0,3,49,3.6,32,0,3
4,I,46,4643,975276252,Hele landet,Vestland,Årdal,Tangen skule,58,3.5,23,,,54,3.1,23,,,57,2.7,23,,
2,I,30,,30,Hele landet,Viken,Alle kommuner,Viken,51,0.2,14 399,5.3,1.3,50,0.1,14 392,5.7,1,50,0.2,14 463,4.9,1.3
3,I,30,3012,3012,Hele landet,Viken,Aremark,Aremark,46,5.8,14,0,0,50,6.3,14,0,0,44,5.2,14,0,0
4,I,30,3012,974570475,Hele landet,Viken,Aremark,Aremark skole,46,5.8,14,0,0,50,6.3,14,0,0,44,5.2,14,0,0
3,I,30,3025,3025,Hele landet,Viken,Asker,Asker,52,0.6,1 193,5,0.9,52,0.5,1 192,4.8,1.1,52,0.6,1 201,4.1,1.1
4,I,30,3025,973601997,Hele landet,Viken,Asker,Arnestad skole,51,2.7,61,,,51,2.3,60,,,52,2.5,62,,
4,I,30,3025,974578263,Hele landet,Viken,Asker,Billingstad skole,52,3.1,42,0,0,52,2.7,42,0,0,53,3.5,42,0,0
4,I,30,3025,979200293,Hele landet,Viken,Asker,Blakstad skole,53,2.9,49,,,54,2.8,49,,,53,2.7,49,,
4,I,30,3025,974578212,Hele landet,Viken,Asker,Bondi skole,52,2.4,67,0,1.5,54,2.3,67,0,1.5,57,2,66,,
4,I,30,3025,974590719,Hele landet,Viken,Asker,Brusetkollen skole og ressurssenter,,,0,,,,,0,,,,,0,,
4,I,30,3025,974578220,Hele landet,Viken,Asker,Drengsrud skole,51,2.3,51,,,52,2.3,51,,,55,2.2,52,,
4,I,30,3025,975285103,Hele landet,Viken,Asker,Folkestad skole,,,,,,,,,,,50,4,10,0,0
4,I,30,3025,973747010,Hele landet,Viken,Asker,Frydenlund skole,51,3.3,43,,,48,2.9,43,,,48,2.8,43,,
4,I,30,3025,974578239,Hele landet,Viken,Asker,Hagaløkka skole,53,4.1,32,,,47,3.8,31,,,46,4,31,0,6.1
4,I,30,3025,974578247,Hele landet,Viken,Asker,Heggedal skole,53,2.5,67,,,51,2.3,67,,,53,2.6,65,,
4,I,30,3025,974578255,Hele landet,Viken,Asker,Hofstad skole,49,3.1,44,,,54,2.6,44,,,54,2.6,42,,
4,I,30,3025,980785343,Hele landet,Viken,Asker,Hvalstad skole,53,2.7,45,10,,54,2.2,45,10,,52,2.3,45,10,
4,I,30,3025,973747045,Hele landet,Viken,Asker,Hyggen skole,45,3.6,23,,,49,3.6,23,,,50,4.3,24,0,0
4,I,30,3025,974578271,Hele landet,Viken,Asker,Jansløkka skole,50,2.7,43,,,54,2.8,42,,,54,3.1,43,,
4,I,30,3025,874578282,Hele landet,Viken,Asker,Mellom-Nes skole,52,2.6,56,,,56,2.7,56,,,55,2.6,56,,
4,I,30,3025,973747002,Hele landet,Viken,Asker,Midtbygda skole,53,2.4,57,7.9,1.6,53,2.4,57,7.9,1.6,52,2.4,57,7.9,1.6
4,I,30,3025,974578298,Hele landet,Viken,Asker,Nesøya skole,52,2.2,68,,,52,2.3,66,,,54,2.3,67,,
4,I,30,3025,973747029,Hele landet,Viken,Asker,Nærsnes skole,51,4.8,18,,,55,4.6,18,,,53,4.2,19,,
4,I,30,3025,974578301,Hele landet,Viken,Asker,Rønningen skole,58,4.4,25,,,56,4,25,,,54,3.1,25,,
4,I,30,3025,973747037,Hele landet,Viken,Asker,Slemmestad barneskole,52,2.9,24,,,49,3.6,24,,,53,3.2,25,,
4,I,30,3025,874578312,Hele landet,Viken,Asker,Solberg skole,48,4.7,14,0,0,52,5.3,14,0,0,54,3.9,14,0,0
4,I,30,3025,973747053,Hele landet,Viken,Asker,Spikkestad skole,49,2.9,47,14.3,1.8,51,2.7,50,10.7,,46,2.6,53,,
4,I,30,3025,974180022,Hele landet,Viken,Asker,Steinerskolen i Asker,,,,,,,,,,,,,,,
4,I,30,3025,974185385,Hele landet,Viken,Asker,Steinerskolen i Hurum,,,,0,11.1,,,,0,11.1,,,,0,11.1
4,I,30,3025,998258383,Hele landet,Viken,Asker,Stiftelsen Asker International School,64,2.4,40,0,0,53,3.3,39,,,59,2.8,40,0,0
4,I,30,3025,984666675,Hele landet,Viken,Asker,Stiftelsen Vollen montessoriskole,,,,0,0,,,,0,0,,,,0,0
4,I,30,3025,973746987,Hele landet,Viken,Asker,Sydskogen skole,,,,,,,,,,,50,2.9,17,,
4,I,30,3025,975285111,Hele landet,Viken,Asker,Sætre skole,51,2.6,43,,,48,2.8,44,,,49,3,42,,
4,I,30,3025,875285092,Hele landet,Viken,Asker,Tofte skole,47,2.9,40,,,46,2.1,39,11.4,,46,2.5,39,,
4,I,30,3025,973746995,Hele landet,Viken,Asker,Torvbråten skole,50,3,38,,,48,2.6,38,,,50,2.4,37,,
4,I,30,3025,977264502,Hele landet,Viken,Asker,Vardåsen skole,55,2.5,54,0,0,55,2.3,54,0,0,56,2.3,54,0,0
4,I,30,3025,974578328,Hele landet,Viken,Asker,Vettre skole,52,3.7,33,17.5,,51,4,34,15,,51,2.9,38,,
3,I,30,3026,3026,Hele landet,Viken,Aurskog-Høland,Aurskog-Høland,49,1.3,202,3.3,1.4,49,1.2,204,3.8,,49,1.2,203,2.4,1.9
4,I,30,3026,974583712,Hele landet,Viken,Aurskog-Høland,Aursmoen skole,49,2.3,70,0,2.8,50,2.1,70,,,47,1.7,71,0,1.4
4,I,30,3026,974583674,Hele landet,Viken,Aurskog-Høland,Bjørkelangen skole,49,2.5,53,,,48,2.2,53,,,49,2.4,54,,
4,I,30,3026,974583704,Hele landet,Viken,Aurskog-Høland,Bråte skole,49,4.1,19,0,5,52,4.3,20,0,0,54,3.3,18,0,10
4,I,30,3026,974583658,Hele landet,Viken,Aurskog-Høland,Haneborg skole,,,,,,,,,,,,,,,
4,I,30,3026,974583682,Hele landet,Viken,Aurskog-Høland,Løken skole,51,3.2,36,,,48,2.8,37,,,50,3.1,36,,
4,I,30,3026,974602326,Hele landet,Viken,Aurskog-Høland,Rømskog skole,50,6.1,10,0,0,49,4.7,10,0,0,52,3.2,10,0,0
4,I,30,3026,974583666,Hele landet,Viken,Aurskog-Høland,Setskog oppvekstsenter Avd skole,,,,0,0,,,,0,,,,,0,
3,I,30,3024,3024,Hele landet,Viken,Bærum,Bærum,52,0.5,1 497,3.1,1.3,53,0.5,1 505,3.3,0.6,53,0.5,1 501,2.9,1.2
4,I,30,3024,974552175,Hele landet,Viken,Bærum,Anna Krefting skole,53,2.7,44,,,53,2.5,44,,,54,2.4,43,,
4,I,30,3024,912549569,Hele landet,Viken,Bærum,Bekkestua barneskole,53,2.6,51,,,53,2.6,51,,,55,2.3,51,,
4,I,30,3024,974552035,Hele landet,Viken,Bærum,Blommenholm skole,54,2.8,47,,,55,2.2,47,,,57,2.2,47,,
4,I,30,3024,974552043,Hele landet,Viken,Bærum,Bryn og Hammerbakken skole Bryn skole,50,2.9,39,11.4,,52,2.9,39,11.4,,53,3.3,39,11.4,
4,I,30,3024,874552062,Hele landet,Viken,Bærum,Eikeli skole,55,2.6,61,,,55,2.2,62,,,53,2.1,61,,
4,I,30,3024,974552078,Hele landet,Viken,Bærum,Eiksmarka skole,52,2.1,80,0,1.2,56,1.9,81,0,0,54,1.9,79,0,2.5
4,I,30,3024,879895782,Hele landet,Viken,Bærum,Emma Hjorth skole,56,3.3,34,,,52,3.1,33,13.2,,52,3.3,34,,
4,I,30,3024,974552086,Hele landet,Viken,Bærum,Evje skole,55,2.9,37,0,0,54,3,37,0,0,54,3.2,37,0,0
4,I,30,3024,973599674,Hele landet,Viken,Bærum,Glassverket skole,,,,,,,,,,,,,,,
4,I,30,3024,974552108,Hele landet,Viken,Bærum,Grav skole,53,2.1,71,,,54,2.2,71,,,54,2.1,71,,
4,I,30,3024,981458672,Hele landet,Viken,Bærum,Gullhaug skole,50,2.6,50,,,52,2.9,50,,,50,3.1,49,,
4,I,30,3024,974552116,Hele landet,Viken,Bærum,Haslum skole,51,2.5,62,,,53,2.3,60,,,55,2.4,63,0,0
4,I,30,3024,974552124,Hele landet,Viken,Bærum,Hosle skole,51,2.3,74,0,0,53,1.9,74,0,0,53,2.2,74,0,0
4,I,30,3024,974552132,Hele landet,Viken,Bærum,Høvik skole,54,2.4,66,,,52,2.1,68,,,52,2.7,67,,
4,I,30,3024,974552140,Hele landet,Viken,Bærum,Høvik Verk skole,55,2.7,46,,,55,2.8,46,,,53,3.1,49,,
4,I,30,3024,974552159,Hele landet,Viken,Bærum,Jar skole,55,2.2,80,,,54,1.8,81,,,52,2.1,82,,
4,I,30,3024,974552167,Hele landet,Viken,Bærum,Jong skole,54,2.4,52,0,1.9,52,2.6,50,,,56,2.7,51,,
4,I,30,3024,974552183,Hele landet,Viken,Bærum,Levre skole,51,2.3,63,,,51,2.2,65,,,50,2.2,64,,
4,I,30,3024,974552191,Hele landet,Viken,Bærum,Lommedalen skole,52,3.1,53,,,51,2.8,52,,,52,2.7,54,0,1.8
4,I,30,3024,974552205,Hele landet,Viken,Bærum,Lysaker skole,51,3.1,40,0,2.4,52,2.5,41,0,0,49,3.3,40,,
4,I,30,3024,979932634,Hele landet,Viken,Bærum,Løkeberg skole,53,1.9,78,,,50,1.8,79,,,52,2.2,79,,
4,I,30,3024,971845635,Hele landet,Viken,Bærum,Oslo International School,,,,0,0,,,,0,0,,,,0,0
4,I,30,3024,974552027,Hele landet,Viken,Bærum,Rykkinn skole,50,2.5,54,15.4,1.5,49,2.5,55,15.4,,46,2.8,51,15.4,6.2
4,I,30,3024,974552221,Hele landet,Viken,Bærum,Skui skole,52,2.7,49,,,51,2.4,52,,,52,2.5,52,,
4,I,30,3024,874552232,Hele landet,Viken,Bærum,Snarøya skole,52,2.6,45,0,4.3,53,2.6,45,0,4.3,52,3,44,0,6.4
4,I,30,3024,974552248,Hele landet,Viken,Bærum,Stabekk skole,47,1.8,78,,,51,2.1,77,,,54,1.8,78,,
4,I,30,3024,974122898,Hele landet,Viken,Bærum,Steinerskolen i Bærum Grunnskoleundervisning,46,5.1,17,,,49,4.9,17,,,47,4.5,17,,
4,I,30,3024,976429184,Hele landet,Viken,Bærum,Stiftelsen Bærum montessoriskole,,,,0,0,,,,0,0,,,,0,16.7
4,I,30,3024,998992265,Hele landet,Viken,Bærum,Storøya skole,55,2.2,78,0,0,53,2.1,78,0,0,53,1.8,77,0,1.3
4,I,30,3024,974552256,Hele landet,Viken,Bærum,Tanum skole,,,,,,,,,,,,,,,
3,I,30,3005,3005,Hele landet,Viken,Drammen,Drammen,51,0.6,1 098,6.6,1.3,49,0.5,1 093,7.5,0.9,49,0.6,1 096,6.7,1.6
4,I,30,3005,917635595,Hele landet,Viken,Drammen,Akademiet realfagsskole Drammen AS,,,,,,,,,,,,,,,
4,I,30,3005,975292738,Hele landet,Viken,Drammen,Aronsløkka skole,54,2.8,53,8.2,4.9,50,2.1,55,8.2,1.6,48,2.2,56,8.2,
4,I,30,3005,975284352,Hele landet,Viken,Drammen,Bragernes skole,56,2.7,36,,,56,2.6,37,,,57,2.9,37,,
4,I,30,3005,975284441,Hele landet,Viken,Drammen,Brandengen skole,50,2.5,57,,,45,2.1,59,,,44,2.4,58,,
4,I,30,3005,975284433,Hele landet,Viken,Drammen,Danvik skole,51,2.8,48,,,54,2.9,46,,,54,3.1,48,,
4,I,30,3005,975290344,Hele landet,Viken,Drammen,Fjell skole,51,2.5,58,10.8,,47,2.2,58,10.6,1.5,46,2,57,10.6,3
4,I,30,3005,983603386,Hele landet,Viken,Drammen,Gulskogen skole,53,2.8,41,,,51,2.5,41,,,50,2.9,41,,
4,I,30,3005,875292722,Hele landet,Viken,Drammen,Hallermoen skole,51,2.6,53,8.6,,50,2.3,52,8.6,1.7,51,2.7,53,,
4,I,30,3005,975284425,Hele landet,Viken,Drammen,Konnerud skole,49,2,74,,,51,1.9,75,,,51,1.9,73,,
4,I,30,3005,974544148,Hele landet,Viken,Drammen,Krokstad skole,47,1.7,84,7.7,,46,1.8,84,7.7,,48,1.9,84,7.7,
4,I,30,3005,974544164,Hele landet,Viken,Drammen,Mjøndalen skole,52,2.2,82,10.8,1.1,49,1.5,81,12.9,,49,2.3,83,9.7,1.1
4,I,30,3005,995355825,Hele landet,Viken,Drammen,Norlights montessoriskole Drammen AS,,,,,,,,,,,,,,,
4,I,30,3005,976207076,Hele landet,Viken,Drammen,Rosendal skole,,,,0,0,,,,0,11.1,,,,0,0
4,I,30,3005,975284395,Hele landet,Viken,Drammen,Rødskog skole,47,3.8,20,0,0,46,2.6,20,0,0,43,3,18,0,10
4,I,30,3005,975284387,Hele landet,Viken,Drammen,Skoger skole,57,4.2,21,,,51,3.9,21,,,50,4.7,21,,
4,I,30,3005,974544156,Hele landet,Viken,Drammen,Solberg skole,50,2,80,,,47,1.6,79,,,46,1.9,80,,
4,I,30,3005,974544172,Hele landet,Viken,Drammen,Steinberg skole,49,3.7,29,,,48,3.3,28,,,50,3.6,28,,
4,I,30,3005,974544180,Hele landet,Viken,Drammen,Stenseth skole,56,4.4,23,,,52,3.2,23,,,55,2.5,25,0,3.8
4,I,30,3005,975268705,Hele landet,Viken,Drammen,Tangen skole,48,4.3,15,,,46,4.9,16,,,41,3.9,15,,
4,I,30,3005,975268721,Hele landet,Viken,Drammen,Tømmerås skole,49,2.4,55,,,48,2.1,55,,,44,2.3,55,,
4,I,30,3005,975284409,Hele landet,Viken,Drammen,Vestbygda skole,55,3.2,31,0,3.1,54,2.4,32,0,0,55,2.3,31,0,3.1
4,I,30,3005,975284379,Hele landet,Viken,Drammen,Øren skole,51,2.1,71,7.6,2.5,50,2.1,69,11.4,1.3,47,2.2,70,10.1,1.3
4,I,30,3005,974544199,Hele landet,Viken,Drammen,Åsen skole,55,3.1,31,,,49,3.1,31,,,51,3.9,30,,
4,I,30,3005,975284417,Hele landet,Viken,Drammen,Åskollen skole,52,2.4,65,7.1,,52,2.3,64,8.6,,53,2.6,64,8.6,
4,I,30,3005,975284360,Hele landet,Viken,Drammen,Åssiden skole,53,2.8,50,,,45,2.5,48,8.8,7,46,2.9,49,8.8,5.3
3,I,30,3035,3035,Hele landet,Viken,Eidsvoll,Eidsvoll,50,1.1,282,8.3,1.3,49,1,283,8.7,0.6,48,1,284,8,1
4,I,30,3035,994735918,Hele landet,Viken,Eidsvoll,Bønsmoen skole,54,2.6,37,,,54,2.5,37,,,54,2.2,38,,
4,I,30,3035,875272322,Hele landet,Viken,Eidsvoll,Dal skole,51,2.7,49,,,48,2.4,49,,,50,2.7,49,,
4,I,30,3035,975272265,Hele landet,Viken,Eidsvoll,Eidsvoll Verk skole,45,3.9,28,,,48,3.1,28,,,47,2.6,28,,
4,I,30,3035,975272273,Hele landet,Viken,Eidsvoll,Feiring skole,,,,,,,,,,,,,,,
4,I,30,3035,875272292,Hele landet,Viken,Eidsvoll,Langset skole,,,,,,,,,,,,,,,
4,I,30,3035,975272338,Hele landet,Viken,Eidsvoll,Råholt skole,52,2.6,44,11.8,2,51,2.6,43,13.7,2,46,2.3,44,13.7,
4,I,30,3035,884791162,Hele landet,Viken,Eidsvoll,Steinerskolen på Eidsvoll,,,,0,,,,,0,,,,,0,
4,I,30,3035,975272303,Hele landet,Viken,Eidsvoll,Vilberg skole,46,2.5,59,9.1,1.5,47,2.1,60,9.1,,47,2,60,9.1,
4,I,30,3035,975272311,Hele landet,Viken,Eidsvoll,Ås skole,49,3.2,34,,,49,2.9,35,,,45,2.3,35,,
3,I,30,3028,3028,Hele landet,Viken,Enebakk,Enebakk,49,1.5,152,3.8,0.6,50,1.6,147,6.3,1.3,49,1.5,146,5,3.1
4,I,30,3028,975272664,Hele landet,Viken,Enebakk,Kirkebygden barne- og ungdomsskole,55,4.6,17,,,63,3.5,17,,,58,4.8,16,,
4,I,30,3028,975272680,Hele landet,Viken,Enebakk,Stranden skole,50,2.4,60,,,50,2.4,56,9.7,,49,1.9,56,9.7,
4,I,30,3028,975272672,Hele landet,Viken,Enebakk,Ytre Enebakk skole,47,2,75,,,48,1.8,74,,,47,2,74,,
3,I,30,3050,3050,Hele landet,Viken,Flesberg,Flesberg,45,3.5,25,,,47,2.7,27,,,44,3.1,27,,
4,I,30,3050,975285162,Hele landet,Viken,Flesberg,Flesberg skole,45,3.5,25,,,47,2.7,27,,,44,3.1,27,,
3,I,30,3039,3039,Hele landet,Viken,Flå,Flå,54,5.2,11,35.3,,51,4.3,12,29.4,,49,4.7,14,,
4,I,30,3039,975284735,Hele landet,Viken,Flå,Flå skole,54,5.2,11,35.3,,51,4.3,12,29.4,,49,4.7,14,,
3,I,30,3004,3004,Hele landet,Viken,Fredrikstad,Fredrikstad,49,0.6,867,6.4,0.4,49,0.6,857,7.2,0.6,48,0.6,865,6,1.1
4,I,30,3004,975319482,Hele landet,Viken,Fredrikstad,Ambjørnrød skole,48,2.9,35,,,48,2.3,35,,,48,3.1,36,0,0
4,I,30,3004,974565285,Hele landet,Viken,Fredrikstad,Begby barne- og ungdomsskole,50,3.3,34,,,49,3.1,34,,,50,3.2,34,,
4,I,30,3004,974565293,Hele landet,Viken,Fredrikstad,Borge skole,44,4.3,19,20.8,,48,4.6,18,25,,45,5.2,19,20.8,
4,I,30,3004,996749681,Hele landet,Viken,Fredrikstad,Childrens International School Fredrikstad AS,61,2.7,20,,,54,3.8,20,,,54,3.2,21,0,0
4,I,30,3004,974565420,Hele landet,Viken,Fredrikstad,Cicignon skole,45,3.4,24,,,42,3.6,23,,,42,2.9,23,,
4,I,30,3004,974565412,Hele landet,Viken,Fredrikstad,Gudeberg barne- og ungdomsskole,49,2.8,45,,,48,2.3,45,,,51,2.9,45,,
4,I,30,3004,974565706,Hele landet,Viken,Fredrikstad,Hauge skole,52,2.5,41,,,47,2.6,41,,,49,2.9,41,,
4,I,30,3004,974565625,Hele landet,Viken,Fredrikstad,Hurrød skole,53,2.7,47,,,52,2.3,46,9.8,,51,2.9,46,,
4,I,30,3004,974565307,Hele landet,Viken,Fredrikstad,Kjølberg skole,50,3.2,37,,,47,2.3,35,,,44,2.8,36,,
4,I,30,3004,973872257,Hele landet,Viken,Fredrikstad,Lunde barneskole,45,3.2,23,,,50,3.1,22,,,47,3.2,22,,
4,I,30,3004,974565633,Hele landet,Viken,Fredrikstad,Manstad skole,46,2.6,53,14.3,1.6,51,2.4,54,14.3,,50,2.1,54,12.7,1.6
4,I,30,3004,974565714,Hele landet,Viken,Fredrikstad,Nylende skole,,,,,,,,,,,,,,,
4,I,30,3004,974565447,Hele landet,Viken,Fredrikstad,Nøkleby skole,49,2.3,67,,,46,2.1,67,,,45,2.4,66,,
4,I,30,3004,974565722,Hele landet,Viken,Fredrikstad,Rekustad skole,50,2.5,38,,,49,3.1,39,,,53,2.9,39,,
4,I,30,3004,974565587,Hele landet,Viken,Fredrikstad,Rød skole Kråkerøy,50,3.9,31,,,53,2.8,31,,,53,3.5,31,,
4,I,30,3004,974565641,Hele landet,Viken,Fredrikstad,Rød skole Onsøy,47,2.7,43,,,49,2.7,43,,,50,2.3,44,,
4,I,30,3004,974565579,Hele landet,Viken,Fredrikstad,Rødsmyra skole,43,2.6,37,,,47,2.2,35,,,46,2.4,35,,
4,I,30,3004,974565471,Hele landet,Viken,Fredrikstad,Råkollen skole Avd Råkollen,,,0,,,,,0,,,,,0,,
4,I,30,3004,973872451,Hele landet,Viken,Fredrikstad,Sagabakken skole,50,2.9,35,0,0,47,2.5,34,,,48,2.5,34,,
4,I,30,3004,874565652,Hele landet,Viken,Fredrikstad,Slevik skole,48,4.2,22,,,50,3.6,22,,,48,4.5,22,,
4,I,30,3004,973073214,Hele landet,Viken,Fredrikstad,Steinerskolen i Fredrikstad,58,2.5,11,,,59,5,12,,,51,5.5,11,,
4,I,30,3004,974565315,Hele landet,Viken,Fredrikstad,Torp skole,48,3.2,27,,,45,2.7,27,,,42,3.3,28,0,0
4,I,30,3004,974565323,Hele landet,Viken,Fredrikstad,Torsnes skole,50,3.8,20,,,50,3.8,19,,,46,4.4,21,,
4,I,30,3004,974565455,Hele landet,Viken,Fredrikstad,Trara skole,49,2.5,53,0,0,47,1.8,53,0,0,47,2.5,53,0,0
4,I,30,3004,974565463,Hele landet,Viken,Fredrikstad,Trosvik skole,52,1.7,83,,,48,2,81,,,49,2,82,,
4,I,30,3004,974565331,Hele landet,Viken,Fredrikstad,Årum skole,,,,,,,,,,,,,,,
3,I,30,3022,3022,Hele landet,Viken,Frogn,Frogn,50,1.5,161,7.4,1.1,50,1.3,163,6.8,0.6,50,1.5,164,6.3,0.6
4,I,30,3022,975272923,Hele landet,Viken,Frogn,Dal skole,,,,0,,,,,0,,,,,0,
4,I,30,3022,975934993,Hele landet,Viken,Frogn,Drøbak Montessori skole AS,,,,,,,,,,,,,,,
4,I,30,3022,975272931,Hele landet,Viken,Frogn,Drøbak skole,51,3.6,35,,,50,3.3,35,,,51,3.6,36,,
4,I,30,3022,980074919,Hele landet,Viken,Frogn,Dyrløkkeåsen skole,45,2.2,41,14.3,2,47,2.3,43,12.2,,46,2.7,43,12.2,
4,I,30,3022,975290824,Hele landet,Viken,Frogn,Heer skole,51,3.3,37,0,2.6,51,2.7,37,0,2.6,52,3.5,37,0,2.6
4,I,30,3022,875272942,Hele landet,Viken,Frogn,Sogsti skole,,,,,,,,,,,,,,,
3,I,30,3032,3032,Hele landet,Viken,Gjerdrum,Gjerdrum,46,2.1,77,8.2,1.2,47,1.9,78,8.2,,46,1.9,80,,
4,I,30,3032,975272532,Hele landet,Viken,Gjerdrum,Gjerdrum barneskole,48,3.1,42,14.3,,46,2.3,42,14.3,,48,2.3,44,,
4,I,30,3032,975297373,Hele landet,Viken,Gjerdrum,Veståsen skole,44,2.5,35,0,,48,3.1,36,0,,43,2.8,36,0,0
3,I,30,3041,3041,Hele landet,Viken,Gol,Gol,49,2.9,42,,,49,2.8,42,,,48,2.7,42,,
4,I,30,3041,974607905,Hele landet,Viken,Gol,Gol skule,49,2.9,42,,,49,2.8,42,,,48,2.7,42,,
3,I,30,3001,3001,Hele landet,Viken,Halden,Halden,50,1,319,3.8,1.8,48,1,321,3.6,1.5,47,1,320,2.7,2.7
4,I,30,3001,974591383,Hele landet,Viken,Halden,Berg skole,46,2.5,36,0,0,49,2.2,36,0,0,49,2.7,36,0,0
4,I,30,3001,983602533,Hele landet,Viken,Halden,Gimle skole,50,3.2,33,0,0,,,,,,47,2.6,33,0,0
4,I,30,3001,998173108,Hele landet,Viken,Halden,Halden montessoriskole AS,,,,,,,,,,,,,,,
4,I,30,3001,974591405,Hele landet,Viken,Halden,Hjortsberg skole,52,2.7,59,,,51,2.6,61,,,51,1.9,60,,
4,I,30,3001,920424260,Hele landet,Viken,Halden,Kongeveien skole,47,2.2,68,0,5.6,45,2.3,67,0,6.9,44,1.8,66,0,8.3
4,I,30,3001,974591421,Hele landet,Viken,Halden,Låby skole,50,2.9,39,,,47,2.1,39,,,44,3,38,,
4,I,30,3001,874591432,Hele landet,Viken,Halden,Os skole,,,,0,6.3,51,3,32,0,0,,,,0,6.3
4,I,30,3001,974591448,Hele landet,Viken,Halden,Prestebakke skole,,,,,,,,,,,,,,,
4,I,30,3001,995946556,Hele landet,Viken,Halden,Tistedal skole,51,2.3,42,,,46,2,42,,,46,2.5,44,,
3,I,30,3042,3042,Hele landet,Viken,Hemsedal,Hemsedal,46,2.7,35,0,0,48,3.2,32,,,48,3.2,35,0,0
4,I,30,3042,975284778,Hele landet,Viken,Hemsedal,Hemsedal barne- og ungdomsskule,46,2.7,35,0,0,48,3.2,32,,,48,3.2,35,0,0
3,I,30,3044,3044,Hele landet,Viken,Hol,Hol,52,3.4,33,12.5,5,46,2.8,33,12.5,5,47,3.6,38,,
4,I,30,3044,975284913,Hele landet,Viken,Hol,Dagali og Skurdalen oppvekstsenter Avd skole,,,,0,,,,,0,33.3,,,,0,0
4,I,30,3044,875284932,Hele landet,Viken,Hol,Geilo barne- og ungdomsskole,53,3.8,25,16.7,,45,2.8,24,16.7,3.3,46,3.8,29,,
4,I,30,3044,975284891,Hele landet,Viken,Hol,Hallingskarvet skole,,,,0,14.3,,,,0,0,,,,0,14.3
3,I,30,3038,3038,Hele landet,Viken,Hole,Hole,50,2.1,84,,,50,1.7,83,,,51,1.9,83,,
4,I,30,3038,975284522,Hele landet,Viken,Hole,Røyse skole,51,3.2,24,0,0,49,3.4,24,0,0,48,3.8,24,0,0
4,I,30,3038,989325140,Hele landet,Viken,Hole,Sundvollen oppvekstsenter Avdeling skole,,,,,,,,,,,,,,,
4,I,30,3038,876210762,Hele landet,Viken,Hole,Tyrifjord barne- og ungdomsskole,,,,,,,,,,,,,,,
4,I,30,3038,975284492,Hele landet,Viken,Hole,Vik skole,48,3.5,37,,,49,2.3,37,,,50,2.7,36,,
3,I,30,3037,3037,Hele landet,Viken,Hurdal,Hurdal,52,2.9,32,,,51,3.5,32,,,53,2.6,33,,
4,I,30,3037,913180208,Hele landet,Viken,Hurdal,Hurdal skole og kultursenter Avd skole,52,2.9,32,,,51,3.5,32,,,53,2.6,33,,
3,I,30,3011,3011,Hele landet,Viken,Hvaler,Hvaler,49,3.5,34,0,0,47,3,34,0,0,46,2.9,34,0,0
4,I,30,3011,926600974,Hele landet,Viken,Hvaler,Hvaler barne- og ungdomsskole,49,3.5,34,0,0,47,3,34,0,0,46,2.9,34,0,0
3,I,30,3014,3014,Hele landet,Viken,Indre Østfold,Indre Østfold,51,0.8,517,5.4,2,50,0.8,515,6.5,1.3,50,0.8,517,4.8,2.5
